[1, "No, never that  https://t.co/BI4QXAUYio"]
[817, "Vomit! https://t.co/vPTmnjhiVJ"]
[818, "Recuerdo un c\u00e1ntico en un pab.. El alcohol flu\u00eda en mi y en mis amigos Bohemian rhapsody."]
[819, "Win a fantastic #Fluffimals toy from @MookieToys over on @GenuinePlacebo's blog https://t.co/oWpGVRAigX"]
[820, "He got dance fever https://t.co/2iBjcgUEkO"]
[821, "Hockey and im down with fever..."]
[822, "This flu though!"]
[823, "RT @ibudanaku: Mom pasti sudah sering mendengar kalau semangkuk sup ayam hangat bisa membntu proses penyembuhan saat sedang flu. #ShareYuk"]
[824, "RT @j_krabb: I have the stomach flu and a slight fever should I roll?"]
[825, "@_loveshanti I agree with her. It had to be. The flu.... Come on bro. COVER UP"]
[826, "RT @darbycrush: Saturday night fever blister"]
[827, "Do Adele &amp; Beyonc\u00e9 have to compete in the same Grammy year? Because the thought of choosing btwn #25 &amp; #LEMONADE makes me vomit with anxiety"]
[828, "Got baby fever real bad"]
[829, "@337482p @ThingsDannyHasS @falklands_utd who wants to speak that vomit"]
[830, "@Crunadh Good morning! No visit to my parents today, my dad has the flu. So it's just me, the cats and a book. XD"]
[831, "@iampremjain :( sorry na i was down with fever sorry"]
[832, "Hola fever fr me....has touched 100c..12 am 1ly i wl recover frm Hola fever...Till that death 1ly fr me @anirudhofficial !!"]
[833, "More photos by Almorinda Photography from the Spring Fever Tour! https://t.co/2t6GouVLlx"]
[834, "RT @__Moses1: People paid to see man vomit ??????? I'd rush him on stage  https://t.co/1vzbWjyOfm"]
[835, "@dianarasalvador its a boy! Hahaha charot. Dehydrated ko uy"]
[836, "RT @VictorDukes23: Prince had to die from AIDS. I'm sorry im just not believing this flu story"]
[837, "RT @VictorDukes23: I know what the flu looks like! Just like I know Michael Jordan didn't have no damn flu. That nigga was drunk"]
[838, "IF the BPM worked better on @Tim_Cook Apple Watch you could monitor Ebola and spread of Flu other diseases @CityOfAtlanta @CDCgov"]
[839, "I don't even have a hangover\nI'm just beyond dehydrated ...i'm tired of walking to the fridge for water"]
[840, "I found all elements of Pearl Fever! Think you can do the same? https://t.co/gJSgSD5UOm #GameInsight #iPadGames #iPad"]
[841, "You my inner mind received fire,become fire and vomit fire in the name of Jesus \n#prayer"]
[842, "Gullibooking: the Fever of Facebook Fiction\nhttps://t.co/WVOgjcNApC via @MusicTheoryGuy"]
[843, "@proudvegan Das twittere ich schon seit Tagen, gestern zum ersten Mal in dt Nachrichten \n\nhttps://t.co/GoRip4NrDc"]
[844, "I am the least healthy human alive . Ran about 2k this morning now all I want to do is vomit and eat a cheesecake ."]
[845, "RT @laRossa05: @proudvegan Das twittere ich schon seit Tagen, gestern zum ersten Mal in dt Nachrichten \n\nhttps://t.co/GoRip4NrDc"]
[846, "Each year in clinic I see more patients with hay fever each yr I see more oil rape in fields coincidence ??? I think not awful plant"]
[847, "@kj_fetishmodel did u see when he corrected your grammar? Holy fucking irony brain explodes please jump into a lake of diarrhea &amp; die"]
[848, "Hay Fever Causes and Cures - https://t.co/FQG3fq5Kmw https://t.co/OViWpaoPGF"]
[849, "RT @jealousputa: i am !!! so dehydrated!!!!?!!!"]
[850, "Girls that are completely obsessed with their boyfriends and can't do anything without them make me want to vomit."]
[851, "I get baby fever from time to time"]
[852, "Colombia: Nearly 72,000 Cases of Zika Fever Since October https://t.co/MtVzDrOHr5 #health #cancer"]
[853, "The Diego Simeone love-in reaches fever pitch as Barcelona are... https://t.co/PWhQDPpzUd #Barcelona"]
[854, "Thanks for sharing this Kenny - some interesting stats here &gt;  https://t.co/puNZbxTo9r"]
[855, "yooo, can I plz stop sneezing now??"]
[856, "Not sure about the cause and effect but I'll think twice before taking hay fever meds https://t.co/mK5bZmxAAZ"]
[857, "Actually, the question is \nwhy is there no damn fever medicine in this house?!???"]
[858, "after googling for a bit, apparently 'tattoo flu' is a thing, fab"]
[859, "i keep sneezing and having to blow my nose why is this my life"]
[860, "ready to vomit out my intestines i hate food so much why do i go cdazy"]
[861, "Why The Flu Vaccine Doesn't Always Work https://t.co/v7A40qtQpQ #sann.io #adelaidesnews https://t.co/D2ea7s6cBz"]
[862, "Gws https://t.co/L2yAw9ymMg"]
[863, "Never Get A Cold Again: Discover the system that enables you to never ever get a cold or the flu again. https://t.co/JJOaPSQrkz"]
[864, "I can't drink until I get over this cough/flu/Black Plague.... Not even tequila is helping"]
[865, "RT @CulturedRuffian: Sneezing is just blowing kisses, but shotgun style."]
[866, "Gabriel(Margo) Rodriguez is one of the many reasons i have baby fever. https://t.co/skffjE8hF7"]
[867, "She tried that already, made me vomit a little https://t.co/JDIVZ5AaQ7"]
[868, "Particle Fever (2013)\nDirected by Mark Levinson https://t.co/PywYzmxqyX"]
[869, "RT @Envymeflawless: Hot boy propane no fever"]
[870, "4th game ANOTHER fucking rageblade Trist with an ego that made me want to vomit"]
[871, "Empire Defeats Fever 52-39 https://t.co/i9Sdr2f8HJ #AF"]
[872, "@KakaSpai Gravinate ly lena ab agar nausea ya vomit ho."]
[873, "I'm actually incapable of going out and not knocking a drink over, now i've woke up smelling of alcohol and its making me want to vomit"]
[874, "All-Nighter Update #4:\nI really want to tell this guy to get his crap together. Sneezing up a storm in here"]
[875, "please someone take him and color him i can't let my fever get in the way of giving my son some love"]
[876, "I'm a believer, got a fever running through my bones."]
[877, "In as much as I'm dressed like a twat and might vomit at some point, I'm doing the #LondonMarathon"]
[878, "@UjalaSaba because of flu?"]
[879, "Empire Defeats Fever 52-39: SPOKANE, Wash. - The Spokane Empire (6-1, 3-1) defeated the Tri-Cities Fever (3-5,... https://t.co/ExKKv2bYtF"]
[880, "RT @mahaaaay: Couples that have each other's @ names in their bios make me want to vomit profusely."]
[881, "Carlo FEVER Retro Sixties Mod Contrast Trim Top: https://t.co/5V0up8hSwe #fever #feverdesigns https://t.co/558OXweEzY"]
[882, "Feels like i'm walking concussed in a bouncy castle.\nFair safe to say that flu finally hit."]
[883, "@honeycoquette Jungle fever and a racist all in one. The most racist are minorities who feel they're owed something for nothing."]
[884, "The pain is immense. Combined with fever its debilitating.  But it is also teaching me something."]
[885, "Emirates FA Cup A380: Dubai carrier brings football fever to the skies: On the weekend when English football i... https://t.co/OueSH8y0pZ"]
[886, "@justinbieber i have a bad case of bieber fever i love you call me 318 5198926"]
[887, "is cleaning up dog vomit. How's your Sunday going?"]
[888, "It's 3:35am &amp; I'm wide awake googling about fevers &amp; hallucinations, because Dawson has a fever and keeps talking crazy. Kinda freaking out"]
[889, "Fever fever go away come again another day"]
[890, "IMMA VOMIT"]
[891, "RT @NAS_____: When's the last time the flu took someone's life?"]
[892, "Pure dying with the flu*\n\n*runny nose"]
[893, "@imwilkybaby @tylergrosso that looks like vomit &amp; lost dreams"]
[894, "#NP https://t.co/XI5UU6BGu3 #2KMR Bandana Fever Cream Team - Bandana Fever #nowplaying  #music #song #love #jam #hiphop"]
[895, "Ich habe ein Video zu einer @YouTube-Playlist hinzugef\u00fcgt: https://t.co/pRcd5fzQje AviveHD [Intro Song] (Ian Fever &amp; Almi - Avive"]
[896, "RT @isidorusrio_: @arsenalskitchen @Agunglsn Itu sudah dibahas sama Hornby di bukunya, coba situ cari pdfnya. Soccer Fever kalo gak salah."]
[897, "RT @jeremie_anak: Imagine un gars qui p\u00e8te, rote, chie, pleure, pisse, vomit, baille et \u00e9ternue en m\u00eame temps"]
[898, "@_pabo_316102 I might get the fever(?)"]
[899, "@AshleyRiegle @Nightline @ChrisConnelly @prince ppl die of flu all the time TMZ seems 2B uneducated re the Flu."]
[900, "RT @carchf: coacHella sunburnt and dehydrated"]
[901, "This is making me homesick. It could also be the fever I currently have. https://t.co/35HT78jj0M"]
[902, "White slut has jungle fever&gt;&gt; https://t.co/GAfMlGfpuL https://t.co/E2Bhd95Xxa"]
[903, "HAHAHAH https://t.co/wdpLM7heV6"]
[904, "So far there are unflushed diarrhea in e3 bathroom."]
[905, "The Vampire Diaries \"Somebody That I Used To Know\" Review: Cabin Fever (PHOTO RECAP) https://t.co/NWSLJQCUmm"]
[906, "bumping swag flu by soulja boy right now...."]
[907, "@Naguisa_Draw hey, que quieres? No pueden ser como la de los polvos Flu, por desgracia :("]
[908, "#haldiwaaladoodh  #yakk\n#admited in hospital\n#B.P low\n#fever\n#body pain\n#headache https://t.co/uApZeH8fpS"]
[909, "39.8\u00b0 C since 18pm tomorrow.Now stabilize between 38-39.Come on 37! #fever #SK"]
[910, "https://t.co/p1B55OhCHT: Cure Headaches Fast and Permanently! -  https://t.co/xZeAcmQiIh Do You Suffer from..."]
[911, "https://t.co/p1B55OhCHT: Dorm Fever Symptoms -  I usually upload video game music videos so this is something way different..."]
[912, "19. My baby had a terrible fever and we were on FaceTime and I felt so bad but she looked so adorable ugh ily Bella https://t.co/V5WWEYnwDw"]
[913, "@AshleyRiegle @Nightline @ChrisConnelly @prince They may be right re him Harvey still shouldn't say stupid stuff re flu."]
[914, "@happilypiper HAHAHA \"edited po ba yan?\" IM GONNA VOMIT BRB GTG"]
[915, "Make sure you are hydrated with water before a test/meeting/workout. Being dehydrated can cause a decrease in your mental function."]
[916, "IM SO HAPPY BUT IN THE SAME TIME i need water im dehydrated i cant do thsi is too much my heart"]
[917, "#NowPlaying Island Fever Band - There Ain't No Kokomo :: Tune In: https://t.co/rQksa1FQbL"]
[918, "I hate sneezing"]
[919, "Diarrhea is shitty. Ha. Even when sick I'm funnier than all you mother fuckers."]
[920, "Sunday morning abed recuperating from 'flu with @jconnollybooks for an hour if doggy allows pre walk-time #Sunday https://t.co/2bEFBUunXa"]
[921, "39.8\u00b0C since 18pm yesterday. Now stabilize at 38-39. Come on 37! #fever #SK"]
[922, "@ButulaLaura lmaoo holy shit, all your tweets are actual word vomit, do you even think these through??"]
[923, "everytime i play league with @6ftShelby i legit vomit in my mouth a little bit. actually disgusting how bad she is. stick to hots. Hmph."]
[924, "https://t.co/vmlXyHsGU2 https://t.co/5Kf9unDm5D https://t.co/CDH744W4KJ..."]
[925, "@iam__Almighty lol I have a fever, came to the hospital and they gave me penicillin on my butt"]
[926, "@gareth I had flu last week, grim! Otherwise fine, hoping to have a relaxing bday!"]
[927, "but I'm not the mother who's feeding my kid noodles in a cup and chocolate while he has a fever"]
[928, "A Fever You Can't Sweat Out is such a classic album"]
[929, "If you still feel tired after a good night's sleep, you're probably dehydrated."]
[930, "gara2 teman sekelas banyak yg flu-_- lu cepetan minum madu ae https://t.co/cfYX3Sy9wd"]
[931, "https://t.co/bq5Ul5OGAI Pre Order Air Jordan Retro 12 Flu Game 2016 Black Varsity Red Size 10 Buy It Now https://t.co/DyHEEauGFS"]
[932, "Dr. Mark Geier discusses aspects of the flu vaccine https://t.co/ovbePDa8Jr"]
[933, "RT @MerielMyers: I've got woman flu today.. It's like man flu but I can still carry on as normal and run the household!"]
[934, "Busia has no yellow fever vaccination centre. Centres are available only in Kisumu, Nairobi and Mombasa https://t.co/O0pvOk4Kgc"]
[935, "RT @catchD_ifYOUcan: @_dakotaaaa8 fr son, baby fever."]
[936, "Sama njir. Gara gara kena ujan sama ada temen flu. Jadinya dari pagi bersin mulu -_- madu kan gue sendiri https://t.co/h4RiJz3BIt"]
[937, "Prince is Dead At 57, Sources Say HIV/AIDS. Singer had suffered from dehydration, flu &amp; exhaustion recently. https://t.co/4SK8n013ca"]
[938, "4) Juice of its leaves gives relief in cold, fever, bronchitis and cough.Tulsi oil is used as the ear drop. Tulsi helps in curing malaria"]
[939, "Poor guy might be having flu or something. I don't see him crying, do you?\n#MannKiBaat  https://t.co/eF3DfN6ici"]
[940, "https://t.co/LwIWnFKGFU Pre Order Air Jordan Retro 12 Flu Game 2016 Black Varsity Red Size 10 Buy It Now https://t.co/A80Ge5Ptd8"]
[941, "Pros n Cons of having diarrhea:\n\nPro: u shit everything out\n\nCon: u get dehydrated\n\n#LateNightThoughtsWith40ozGOOFY"]
[942, "Lira farmers share ARVs with their pigs - \"ARVs help fight swine fever and make the animals grow fatter than usual\" https://t.co/oHE6CwgcMU"]
[943, "Had a sore throat for a week. Either become a cold/flu or FUCK OFF."]
[944, "@SINVALOUR no, stomach ache since a week ago, and then headche suddenly vomit. bila makan je muntah"]
[945, "Beauty Dilemmas: Is Your Skin Dry Or Dehydrated&amp;quot; https://t.co/uNaNhdx4u3 https://t.co/meKsTzVAmZ"]
[946, "I think I just had explosive diarrhea  https://t.co/KeV0P4VKbi"]
[947, "Yellow fever a world threat, WHO warns https://t.co/zehbDhoXpe via @dailynation"]
[948, "RT @Sathi82: @Disisvki it reduce heat ...u may get fever but not cold"]
[949, "@caitlllynskylar lol u have no excuse to be dehydrated"]
[950, "RT @Farishaa: Why fever, why?"]
[951, "https://t.co/abthnW2ZQ3 Pre Order Air Jordan Retro 12 Flu Game 2016 Black Varsity Red Size 10 Buy It Now"]
[952, "Diamonds got the flu try not to catch this"]
[953, "Fuck sake, people with your tweetdeck RT diarrhea!"]
[954, "I'd rather be sneezing than cleaning up dog poop off the carpet, though."]
[955, "RT @GirIsWant: A CHICKEN SNEEZING ... THAT IS ALL https://t.co/CbeuQV4ptV"]
[956, "#TNElections2016 People mood is silent.No election fever.Many r still undecided whom 2 vote.Very difficult to predict as of now.Close battle"]
[957, "Why is my throat feeling wonky? No flu please!!!!"]
[958, "I just used Shazam to discover If I Had A Heart by Fever Ray. https://t.co/p3mP4MOwMW"]
[959, "NO TREES,\nNO SHADE,\nNO WATER,\nDEHYDRATED I FELL...\nNEVER TO GET UP AGAIN.....\n\nHighways were made by cutting... https://t.co/9WdgevIhkF"]
[960, "NSW Swifts beat West Coast Fever in trans-Tasman netball, set up blockbuster clash with Qu...#womendoitbetter  https://t.co/g5wgm6yCGg"]
[961, "@Doppledumb Volga en rose. :vomit d'avance:"]
[962, "RT @AgelastMusic: Much love! https://t.co/kC9lmNVsFQ"]
[963, "Fever :("]
[964, "Grinded 200k points for him in two days with a fever. https://t.co/r6MzBZ2UTR"]
[965, "#Futebol | Flu e Botafogo reeditam semi de 2015 e decidem vaga na final do Carioca https://t.co/ztyqv9Iw86"]
[966, "I just woke up and I can't open my bottle of water and I think I'm going to dehydrated"]
[967, "Aqu\u00ed, esperando que mi t\u00eda se empute porque su esposo ebrio vomit\u00f3 en el centro de mesa que tanto hab\u00eda cuidado para llev\u00e1rselo a su casa."]
[968, "Symptoms of flu include a high temp, tiredness &amp;d weakness, headache, &amp; aches &amp; pains. Read more @NHSChoices https://t.co/RmvWCG2LZ0"]
[969, "I got a fever this shit whack"]
[970, "RT @mcgurk42: #TweepEntertainment\nSaturday Night Fever by BeeGeemeis\n@Geemeis"]
[971, "Thrill guard systems, puerperal fever conservationism systems, purge systems, pan amber light systems: BwIVWHuZ"]
[972, "Could Worst Yellow Fever Outbreak Hurt Tourism In Africa? | AFKInsider https://t.co/6S7rW073VT\n\n/Only if you the media are irresponsible"]
[973, "if I have the flu, I'm gonna be pissed"]
[974, "Shouldnt have eaten that. Damn this diarrhea"]
[975, "RT @SnkrFinder: The \"Flu Game\" 12's with the OG Packaging on the way https://t.co/TaRyUaJUKK https://t.co/43xqP1Ekcx"]
[976, "Common Cold, Fever and Flu are going around in Harrow. Get the @Sickweather app https://t.co/njcIKbHdZl"]
[977, "626 SA Sports Sports Fever Muddy Girl Crossbow Package - 175lb Pink https://t.co/uHjiO8DXva https://t.co/Axuy0pNp4U"]
[978, "@Mufasaprime What happened anyway? Did you have the flu? Throwing.. up?"]
[979, "@VICE He was an overrated egomaniac who's music lacked soul and suffered because of his studio diarrhea"]
[980, "@4golfonline @CoachLockey @yourgolftravel may have to get you force flu jabbed next year"]
[981, "RT @listed_products: 626 SA Sports Sports Fever Muddy Girl Crossbow Package - 175lb Pink https://t.co/uHjiO8DXva https://t.co/Axuy0pNp4U"]
[982, "40 X Phyllanthus Amarus Tea Helps to Relieve Hepatitus and Fever by #gole best Sellers Natural Herbal Tea From https://t.co/5gyyCXbZu7"]
[983, "\"I've got a fever, and the only cure is more dead angels!\" - Bayonetta #Bot"]
[984, "@samratsiingh20 fever hai tumhe? ???"]
[985, "@TheMichaelMoran Feel better soon, sir. Man flu? Or something a bit more serious? (Ha! I know, there's NOTHING more serious than man flu...)"]
[986, "guys she's tired she means he sounds like a baby elephant when he sneezes  https://t.co/coglms1ND2"]
[987, "@Sreliata looks like a stomach flu with the added aspects of just things going south, but yeah ive never slept so much in my life"]
[988, "I've been saying they will fight may 2017 and I don't mind waiting till then, but still annoying hearing the chatter https://t.co/Ff3KWeHUY5"]
[989, "#TalD\u00edaComoHoy en 1989 @tompetty publica #FullMoonFever primer disco sin sus #HeartBreakers  https://t.co/cwWqaavjao https://t.co/CcJF46EZns"]
[990, "RT @BillWeb47353619: @TWA2Garp @truckerbooman im cashin out b4 i vomit"]
[991, "@yoursssstruly_ because you donated bloooood, you dehydrated"]
